Freq.	V(vout)/V(v1)
4.67735141287193e+005	(2.15794549613628e+001dB,1.03022398572135e+002°)
4.78630092322633e+005	(2.14314201471055e+001dB,1.01934086145093e+002°)
4.89778819368440e+005	(2.12810207743559e+001dB,1.00840584685864e+002°)
5.01187233627266e+005	(2.11282742595526e+001dB,9.97418896943308e+001°)
5.12861383991359e+005	(2.09731982544901e+001dB,9.86379815214965e+001°)
5.24807460249766e+005	(2.08158105105525e+001dB,9.75288252894560e+001°)
5.37031796370246e+005	(2.06561287443429e+001dB,9.64143708685211e+001°)
5.49540873857618e+005	(2.04941705054001e+001dB,9.52945529093259e+001°)
5.62341325190342e+005	(2.03299530466586e+001dB,9.41692909272746e+001°)
5.75439937337150e+005	(2.01634931982674e+001dB,9.30384894363790e+001°)
5.88843655355582e+005	(1.99948072453449e+001dB,9.19020381291899e+001°)
6.02559586074350e+005	(1.98239108102046e+001dB,9.07598120991637e+001°)
6.16595001861474e+005	(1.96508187395452e+001dB,8.96116721015255e+001°)
6.30957344480185e+005	(1.94755449970578e+001dB,8.84574648483565e+001°)
6.45654229034647e+005	(1.92981025618608e+001dB,8.72970233332730e+001°)
6.60693448007588e+005	(1.91185033331279e+001dB,8.61301671807771e+001°)
6.76082975391973e+005	(1.89367580412382e+001dB,8.49567030149086e+001°)
6.91830970918928e+005	(1.87528761657233e+001dB,8.37764248414710e+001°)
7.07945784384129e+005	(1.85668658602449e+001dB,8.25891144375768e+001°)
7.24435960074981e+005	(1.83787338847769e+001dB,8.13945417417249e+001°)
7.41310241300908e+005	(1.81884855451063e+001dB,8.01924652369868e+001°)
7.58577575029174e+005	(1.79961246396892e+001dB,7.89826323191207e+001°)
7.76247116628682e+005	(1.78016534138092e+001dB,7.77647796405789e+001°)
7.94328234724271e+005	(1.76050725208670e+001dB,7.65386334203452e+001°)
8.12830516164089e+005	(1.74063809904857e+001dB,7.53039097084010e+001°)
8.31763771102660e+005	(1.72055762029274e+001dB,7.40603145922764e+001°)
8.51138038202365e+005	(1.70026538690763e+001dB,7.28075443316449e+001°)
8.70963589956069e+005	(1.67976080149312e+001dB,7.15452854052504e+001°)
8.91250938133734e+005	(1.65904309691534e+001dB,7.02732144526313e+001°)
9.12010839355898e+005	(1.63811133517031e+001dB,6.89909980911838e+001°)
9.33254300796979e+005	(1.61696440609451e+001dB,6.76982925871193e+001°)
9.54992586021423e+005	(1.59560102557791e+001dB,6.63947433569947e+001°)
9.77237220955797e+005	(1.57401973283038e+001dB,6.50799842748749e+001°)
9.99999999999987e+005	(1.55221888612240e+001dB,6.37536367591103e+001°)
1.02329299228074e+006	(1.53019665625856e+001dB,6.24153086125973e+001°)
1.04712854805089e+006	(1.50795101684455e+001dB,6.10645925918318e+001°)
1.07151930523759e+006	(1.48547973016692e+001dB,5.97010646838211e+001°)
1.09647819614317e+006	(1.46278032721868e+001dB,5.83242820771417e+001°)
1.12201845430195e+006	(1.43985008006796e+001dB,5.69337808256142e+001°)
1.14815362149687e+006	(1.41668596438599e+001dB,5.55290732220541e+001°)
1.17489755493951e+006	(1.39328460953286e+001dB,5.41096449279356e+001°)
1.20226443461740e+006	(1.36964223316788e+001dB,5.26749519454828e+001°)
1.23026877081236e+006	(1.34575455694503e+001dB,5.12244175753218e+001°)
1.25892541179415e+006	(1.32161669954060e+001dB,4.97574295791906e+001°)
1.28824955169312e+006	(1.29722304314239e+001dB,4.82733378671133e+001°)
1.31825673855639e+006	(1.27256706976023e+001dB,4.67714531547771e+001°)
1.34896288259163e+006	(1.24764116450645e+001dB,4.52510471899376e+001°)
1.38038426460287e+006	(1.22243638461780e+001dB,4.37113553225515e+001°)
1.41253754462273e+006	(1.19694219578139e+001dB,4.21515823801017e+001°)
1.44543977074591e+006	(1.17114618164921e+001dB,4.05709129837924e+001°)
1.47910838816819e+006	(1.14503373860337e+001dB,3.89685275633458e+001°)
1.51356124843619e+006	(1.11858777603086e+001dB,3.73436253386280e+001°)
1.54881661891246e+006	(1.09178845239462e+001dB,3.56954553554449e+001°)
1.58489319246109e+006	(1.06461298845700e+001dB,3.40233561963221e+001°)
1.62181009735891e+006	(1.03703560945917e+001dB,3.23268041431827e+001°)
1.65958690743754e+006	(1.00902767515940e+001dB,3.06054682905578e+001°)
1.69824365246172e+006	(9.80558056661224e+000dB,2.88592694201952e+001°)
1.73780082874935e+006	(9.51593807732559e+000dB,2.70884375122602e+001°)
1.77827941003890e+006	(9.22101152354217e+000dB,2.52935609244075e+001°)
1.81970085860996e+006	(8.92046768556068e+000dB,2.34756190312409e+001°)
1.86208713666284e+006	(8.61399294638268e+000dB,2.16359900847652e+001°)
1.90546071796322e+006	(8.30130926687208e+000dB,1.97764277401748e+001°)
1.94984459975802e+006	(7.98218929853542e+000dB,1.78990032622258e+001°)
1.99526231496885e+006	(7.65646865742256e+000dB,1.60060155068292e+001°)
2.04173794466950e+006	(7.32405356181000e+000dB,1.40998763796421e+001°)
2.08929613085401e+006	(6.98492261786528e+000dB,1.21829842302994e+001°)
2.13796208950220e+006	(6.63912241954951e+000dB,1.02576002108264e+001°)
2.18776162394952e+006	(6.28675760612397e+000dB,8.32574221914117e+000°)
2.23872113856831e+006	(5.92797685089237e+000dB,6.38910774687474e+000°)
2.29086765276774e+006	(5.56295674519796e+000dB,4.44903168899258e+000°)
2.34422881531989e+006	(5.19188561128776e+000dB,2.50647936895079e+000°)
2.39883291901946e+006	(4.81494897157761e+000dB,5.62070067723777e-001°)
2.45470891568499e+006	(4.43231785603596e+000dB,-1.38387686910267e+000°)
2.51188643150954e+006	(4.04414051005127e+000dB,-3.33128246524747e+000°)
2.57039578276883e+006	(3.65053751299886e+000dB,-5.28024366622497e+000°)
2.63026799189534e+006	(3.25159991689462e+000dB,-7.23097091112140e+000°)
2.69153480392688e+006	(2.84738978909319e+000dB,-9.18373246558484e+000°)
2.75422870333813e+006	(2.43794247242290e+000dB,-1.11388081433669e+001°)
2.81838293126441e+006	(2.02326991712484e+000dB,-1.30964532968480e+001°)
2.88403150312656e+006	(1.60336454417930e+000dB,-1.50568727078484e+001°)
2.95120922666634e+006	(1.17820322944098e+000dB,-1.70202032489320e+001°)
3.01995172040197e+006	(7.47751125133396e-001dB,-1.89865038252243e+001°)
3.09029543251354e+006	(3.11965144337896e-001dB,-2.09557510339877e+001°)
3.16227766016833e+006	(-1.29202980872310e-001dB,-2.29278390862142e+001°)
3.23593656929623e+006	(-5.75804096040064e-001dB,-2.49025827352440e+001°)
3.31131121482586e+006	(-1.02788946391338e+000dB,-2.68797221911502e+001°)
3.38844156139197e+006	(-1.48550901146954e+000dB,-2.88589292283395e+001°)
3.46736850452526e+006	(-1.94870993695107e+000dB,-3.08398138970239e+001°)
3.54813389233570e+006	(-2.41753562569508e+000dB,-3.28219314184530e+001°)
3.63078054770096e+006	(-2.89202482480585e+000dB,-3.48047889780877e+001°)
3.71535229097167e+006	(-3.37221103085908e+000dB,-3.67878522332998e+001°)
3.80189396320555e+006	(-3.85812205032091e+000dB,-3.87705514275573e+001°)
3.89045144994275e+006	(-4.34977969823954e+000dB,-4.07522870566691e+001°)
3.98107170553491e+006	(-4.84719960644120e+000dB,-4.27324350694057e+001°)
4.07380277804106e+006	(-5.35039111761976e+000dB,-4.47103516089402e+001°)
4.16869383470329e+006	(-5.85935724621224e+000dB,-4.66853773164719e+001°)
4.26579518801586e+006	(-6.37409469077941e+000dB,-4.86568412268081e+001°)
4.36515832240159e+006	(-6.89459388578515e+000dB,-5.06240642896317e+001°)
4.46683592150956e+006	(-7.42083908327086e+000dB,-5.25863625511603e+001°)
4.57088189614868e+006	(-7.95280845701708e+000dB,-5.45430500299986e+001°)
4.67735141287191e+006	(-8.49047422346229e+000dB,-5.64934413189665e+001°)
4.78630092322631e+006	(-9.03380277497683e+000dB,-5.84368539420550e+001°)
4.89778819368438e+006	(-9.58275482213435e+000dB,-6.03726104927816e+001°)
5.01187233627264e+006	(-1.01372855424428e+001dB,-6.23000405773060e+001°)
5.12861383991357e+006	(-1.06973447336282e+001dB,-6.42184825828488e+001°)
5.24807460249764e+006	(-1.12628769700605e+001dB,-6.61272852893306e+001°)
5.37031796370244e+006	(-1.18338217612826e+001dB,-6.80258093397278e+001°)
5.49540873857616e+006	(-1.24101137118964e+001dB,-6.99134285824528e+001°)
5.62341325190340e+006	(-1.29916826822702e+001dB,-7.17895312971134e+001°)
5.75439937337148e+006	(-1.35784539496970e+001dB,-7.36535213132513e+001°)
5.88843655355579e+006	(-1.41703483697461e+001dB,-7.55048190301259e+001°)
6.02559586074348e+006	(-1.47672825376305e+001dB,-7.73428623442468e+001°)
6.16595001861472e+006	(-1.53691689494674e+001dB,-7.91671074901772e+001°)
6.30957344480183e+006	(-1.59759161633351e+001dB,-8.09770297991016e+001°)
6.45654229034645e+006	(-1.65874289600460e+001dB,-8.27721243787635e+001°)
6.60693448007585e+006	(-1.72036085035474e+001dB,-8.45519067176380e+001°)
6.76082975391971e+006	(-1.78243525008545e+001dB,-8.63159132155786e+001°)
6.91830970918925e+006	(-1.84495553613939e+001dB,-8.80637016426674e+001°)
7.07945784384126e+006	(-1.90791083556131e+001dB,-8.97948515276138e+001°)
7.24435960074978e+006	(-1.97128997726792e+001dB,-9.15089644767356e+001°)
7.41310241300905e+006	(-2.03508150770588e+001dB,-9.32056644243876e+001°)
7.58577575029171e+006	(-2.09927370637417e+001dB,-9.48845978155531e+001°)
7.76247116628679e+006	(-2.16385460118425e+001dB,-9.65454337213250e+001°)
7.94328234724268e+006	(-2.22881198362870e+001dB,-9.81878638880098e+001°)
8.12830516164086e+006	(-2.29413342372749e+001dB,-9.98116027207167e+001°)
8.31763771102657e+006	(-2.35980628471922e+001dB,-1.01416387202430e+002°)
8.51138038202362e+006	(-2.42581773746424e+001dB,-1.03001976749780e+002°)
8.70963589956066e+006	(-2.49215477452648e+001dB,-1.04568153006947e+002°)
8.91250938133731e+006	(-2.55880422390170e+001dB,-1.06114719579408e+002°)
9.12010839355894e+006	(-2.62575276236129e+001dB,-1.07641501709491e+002°)
9.33254300796975e+006	(-2.69298692838320e+001dB,-1.09148345896004e+002°)
9.54992586021420e+006	(-2.76049313464480e+001dB,-1.10635119460455e+002°)
9.77237220955794e+006	(-2.82825768005561e+001dB,-1.12101710062696e+002°)
9.99999999999983e+006	(-2.89626676131305e+001dB,-1.13548025169017e+002°)
1.02329299228074e+007	(-2.96450648396854e+001dB,-1.14973991476027e+002°)
1.04712854805088e+007	(-3.03296287299701e+001dB,-1.16379554293787e+002°)
1.07151930523759e+007	(-3.10162188286832e+001dB,-1.17764676891921e+002°)
1.09647819614317e+007	(-3.17046940712536e+001dB,-1.19129339812524e+002°)
1.12201845430194e+007	(-3.23949128747943e+001dB,-1.20473540153846e+002°)
1.14815362149686e+007	(-3.30867332243976e+001dB,-1.21797290828789e+002°)
1.17489755493951e+007	(-3.37800127550014e+001dB,-1.23100619802355e+002°)
1.20226443461739e+007	(-3.44746088291200e+001dB,-1.24383569312154e+002°)
1.23026877081236e+007	(-3.51703786107831e+001dB,-1.25646195076136e+002°)
1.25892541179415e+007	(-3.58671791360902e+001dB,-1.26888565491643e+002°)
1.28824955169311e+007	(-3.65648673808323e+001dB,-1.28110760829850e+002°)
1.31825673855638e+007	(-3.72633003256853e+001dB,-1.29312872429565e+002°)
1.34896288259163e+007	(-3.79623350195152e+001dB,-1.30495001894291e+002°)
1.38038426460286e+007	(-3.86618286413785e+001dB,-1.31657260296325e+002°)
1.41253754462273e+007	(-3.93616385618237e+001dB,-1.32799767391540e+002°)
1.44543977074590e+007	(-4.00616224041325e+001dB,-1.33922650848364e+002°)
1.47910838816818e+007	(-4.07616381061461e+001dB,-1.35026045494330e+002°)
1.51356124843618e+007	(-4.14615439833399e+001dB,-1.36110092583382e+002°)
1.54881661891245e+007	(-4.21611987938111e+001dB,-1.37174939086982e+002°)
1.58489319246109e+007	(-4.28604618058258e+001dB,-1.38220737011890e+002°)
1.62181009735890e+007	(-4.35591928685838e+001dB,-1.39247642747263e+002°)
1.65958690743753e+007	(-4.42572524868068e+001dB,-1.40255816443609e+002°)
1.69824365246171e+007	(-4.49545018997522e+001dB,-1.41245421425855e+002°)
1.73780082874934e+007	(-4.56508031652009e+001dB,-1.42216623642643e+002°)
1.77827941003889e+007	(-4.63460192489288e+001dB,-1.43169591153723e+002°)
1.81970085860995e+007	(-4.70400141201089e+001dB,-1.44104493657156e+002°)
1.86208713666283e+007	(-4.77326528530436e+001dB,-1.45021502057695e+002°)
1.90546071796321e+007	(-4.84238017355438e+001dB,-1.45920788077609e+002°)
1.94984459975801e+007	(-4.91133283841941e+001dB,-1.46802523910894e+002°)
1.99526231496884e+007	(-4.98011018666716e+001dB,-1.47666881921543e+002°)
2.04173794466949e+007	(-5.04869928311830e+001dB,-1.48514034386333e+002°)
2.08929613085400e+007	(-5.11708736429974e+001dB,-1.49344153282247e+002°)
2.13796208950219e+007	(-5.18526185279406e+001dB,-1.50157410118402e+002°)
2.18776162394951e+007	(-5.25321037226324e+001dB,-1.50953975811989e+002°)
2.23872113856830e+007	(-5.32092076311108e+001dB,-1.51734020607484e+002°)
2.29086765276773e+007	(-5.38838109874095e+001dB,-1.52497714037998e+002°)
2.34422881531988e+007	(-5.45557970235211e+001dB,-1.53245224927341e+002°)
2.39883291901945e+007	(-5.52250516420835e+001dB,-1.53976721431027e+002°)
2.45470891568499e+007	(-5.58914635930093e+001dB,-1.54692371114112e+002°)
2.51188643150953e+007	(-5.65549246531923e+001dB,-1.55392341063419e+002°)
2.57039578276882e+007	(-5.72153298083023e+001dB,-1.56076798031389e+002°)
2.63026799189533e+007	(-5.78725774356173e+001dB,-1.56745908608497e+002°)
2.69153480392687e+007	(-5.85265694867337e+001dB,-1.57399839420853e+002°)
2.75422870333811e+007	(-5.91772116689498e+001dB,-1.58038757349365e+002°)
2.81838293126440e+007	(-5.98244136240322e+001dB,-1.58662829766612e+002°)
2.88403150312655e+007	(-6.04680891030521e+001dB,-1.59272224787342e+002°)
2.95120922666633e+007	(-6.11081561359226e+001dB,-1.59867111528407e+002°)
3.01995172040196e+007	(-6.17445371942727e+001dB,-1.60447660373781e+002°)
3.09029543251353e+007	(-6.23771593462839e+001dB,-1.61014043240268e+002°)
3.16227766016832e+007	(-6.30059544021241e+001dB,-1.61566433839531e+002°)
3.23593656929622e+007	(-6.36308590486582e+001dB,-1.62105007932082e+002°)
3.31131121482585e+007	(-6.42518149721648e+001dB,-1.62629943569006e+002°)
3.38844156139196e+007	(-6.48687689678562e+001dB,-1.63141421317353e+002°)
3.46736850452525e+007	(-6.54816730350720e+001dB,-1.63639624465384e+002°)
3.54813389233569e+007	(-6.60904844571335e+001dB,-1.64124739204122e+002°)
3.63078054770094e+007	(-6.66951658649594e+001dB,-1.64596954781983e+002°)
3.71535229097165e+007	(-6.72956852836622e+001dB,-1.65056463629699e+002°)
3.80189396320554e+007	(-6.78920161614796e+001dB,-1.65503461453128e+002°)
3.89045144994273e+007	(-6.84841373805830e+001dB,-1.65938147292020e+002°)
3.98107170553490e+007	(-6.90720332494002e+001dB,-1.66360723543320e+002°)
4.07380277804105e+007	(-6.96556934763096e+001dB,-1.66771395948073e+002°)
4.16869383470327e+007	(-7.02351131246892e+001dB,-1.67170373541524e+002°)
4.26579518801584e+007	(-7.08102925494944e+001dB,-1.67557868566526e+002°)
4.36515832240158e+007	(-7.13812373156742e+001dB,-1.67934096350881e+002°)
4.46683592150954e+007	(-7.19479580989216e+001dB,-1.68299275149707e+002°)
4.57088189614866e+007	(-7.25104705693857e+001dB,-1.68653625954414e+002°)
4.67735141287189e+007	(-7.30687952591250e+001dB,-1.68997372270274e+002°)
4.78630092322629e+007	(-7.36229574142081e+001dB,-1.69330739864972e+002°)
4.89778819368437e+007	(-7.41729868324809e+001dB,-1.69653956490830e+002°)
5.01187233627262e+007	(-7.47189176881484e+001dB,-1.69967251583734e+002°)
5.12861383991355e+007	(-7.52607883443702e+001dB,-1.70270855941930e+002°)
5.24807460249762e+007	(-7.57986411551851e+001dB,-1.70565001388125e+002°)
5.37031796370242e+007	(-7.63325222580794e+001dB,-1.70849920418365e+002°)
5.49540873857614e+007	(-7.68624813586441e+001dB,-1.71125845841215e+002°)
5.62341325190338e+007	(-7.73885715086841e+001dB,-1.71393010410810e+002°)
5.75439937337145e+007	(-7.79108488792081e+001dB,-1.71651646457240e+002°)
5.88843655355577e+007	(-7.84293725297423e+001dB,-1.71901985517640e+002°)
6.02559586074346e+007	(-7.89442041753188e+001dB,-1.72144257971188e+002°)
6.16595001861470e+007	(-7.94554079525023e+001dB,-1.72378692681068e+002°)
6.30957344480181e+007	(-7.99630501857623e+001dB,-1.72605516646175e+002°)
6.45654229034643e+007	(-8.04671991554143e+001dB,-1.72824954665111e+002°)
6.60693448007583e+007	(-8.09679248683142e+001dB,-1.73037229014777e+002°)
6.76082975391968e+007	(-8.14652988323816e+001dB,-1.73242559145530e+002°)
6.91830970918922e+007	(-8.19593938359640e+001dB,-1.73441161394623e+002°)
7.07945784384124e+007	(-8.24502837329467e+001dB,-1.73633248719322e+002°)
7.24435960074975e+007	(-8.29380432344359e+001dB,-1.73819030450833e+002°)
7.41310241300902e+007	(-8.34227477077433e+001dB,-1.73998712069828e+002°)
7.58577575029168e+007	(-8.39044729832715e+001dB,-1.74172495004176e+002°)
7.76247116628676e+007	(-8.43832951698693e+001dB,-1.74340576449103e+002°)
7.94328234724265e+007	(-8.48592904790579e+001dB,-1.74503149209896e+002°)
8.12830516164083e+007	(-8.53325350584924e+001dB,-1.74660401566942e+002°)
8.31763771102654e+007	(-8.58031048349176e+001dB,-1.74812517162706e+002°)
8.51138038202359e+007	(-8.62710753667777e+001dB,-1.74959674910158e+002°)
8.70963589956063e+007	(-8.67365217065860e+001dB,-1.75102048921867e+002°)
8.91250938133727e+007	(-8.71995182730604e+001dB,-1.75239808458970e+002°)
9.12010839355891e+007	(-8.76601387330169e+001dB,-1.75373117899033e+002°)
9.33254300796972e+007	(-8.81184558928601e+001dB,-1.75502136721772e+002°)
9.54992586021416e+007	(-8.85745415995677e+001dB,-1.75627019511506e+002°)
9.77237220955791e+007	(-8.90284666509052e+001dB,-1.75747915975219e+002°)
9.99999999999979e+007	(-8.94803007146737e+001dB,-1.75864970974971e+002°)
1.02329299228073e+008	(-8.99301122566408e+001dB,-1.75978324573531e+002°)
1.04712854805088e+008	(-9.03779684769085e+001dB,-1.76088112091946e+002°)
1.07151930523758e+008	(-9.08239352542844e+001dB,-1.76194464177913e+002°)
1.09647819614316e+008	(-9.12680770983878e+001dB,-1.76297506883737e+002°)
1.12201845430194e+008	(-9.17104571090388e+001dB,-1.76397361752766e+002°)
1.14815362149686e+008	(-9.21511369425603e+001dB,-1.76494145913190e+002°)
1.17489755493951e+008	(-9.25901767846259e+001dB,-1.76587972178161e+002°)
1.20226443461739e+008	(-9.30276353292003e+001dB,-1.76678949151240e+002°)
1.23026877081236e+008	(-9.34635697632226e+001dB,-1.76767181336227e+002°)
1.25892541179414e+008	(-9.38980357566057e+001dB,-1.76852769250506e+002°)
1.28824955169311e+008	(-9.43310874571748e+001dB,-1.76935809541069e+002°)
1.31825673855638e+008	(-9.47627774901609e+001dB,-1.77016395102489e+002°)
1.34896288259163e+008	(-9.51931569618789e+001dB,-1.77094615196124e+002°)
1.38038426460286e+008	(-9.56222754672370e+001dB,-1.77170555569937e+002°)
1.41253754462272e+008	(-9.60501811007066e+001dB,-1.77244298578353e+002°)
1.44543977074590e+008	(-9.64769204704653e+001dB,-1.77315923301630e+002°)
1.47910838816818e+008	(-9.69025387153580e+001dB,-1.77385505664305e+002°)
1.51356124843618e+008	(-9.73270795243696e+001dB,-1.77453118552290e+002°)
1.54881661891245e+008	(-9.77505851583891e+001dB,-1.77518831928262e+002°)
1.58489319246108e+008	(-9.81730964738899e+001dB,-1.77582712945059e+002°)
1.62181009735890e+008	(-9.85946529483860e+001dB,-1.77644826056783e+002°)
1.65958690743753e+008	(-9.90152927073421e+001dB,-1.77705233127416e+002°)
1.69824365246171e+008	(-9.94350525523407e+001dB,-1.77763993536754e+002°)
1.73780082874934e+008	(-9.98539679903469e+001dB,-1.77821164283485e+002°)
1.77827941003888e+008	(-1.00272073263798e+002dB,-1.77876800085333e+002°)
1.81970085860994e+008	(-1.00689401381408e+002dB,-1.77930953476137e+002°)
1.86208713666283e+008	(-1.01105984149496e+002dB,-1.77983674899826e+002°)
1.90546071796321e+008	(-1.01521852203693e+002dB,-1.78035012801234e+002°)
1.94984459975800e+008	(-1.01937035040899e+002dB,-1.78085013713744e+002°)
1.99526231496884e+008	(-1.02351561051359e+002dB,-1.78133722343752e+002°)
2.04173794466949e+008	(-1.02765457550745e+002dB,-1.78181181651964e+002°)
2.08929613085399e+008	(-1.03178750812147e+002dB,-1.78227432931568e+002°)
2.13796208950219e+008	(-1.03591466097903e+002dB,-1.78272515883300e+002°)
2.18776162394951e+008	(-1.04003627691118e+002dB,-1.78316468687477e+002°)
2.23872113856829e+008	(-1.04415258926908e+002dB,-1.78359328073038e+002°)
2.29086765276772e+008	(-1.04826382223201e+002dB,-1.78401129383681e+002°)
2.34422881531987e+008	(-1.05237019111096e+002dB,-1.78441906641145e+002°)
2.39883291901944e+008	(-1.05647190264730e+002dB,-1.78481692605748e+002°)
2.45470891568498e+008	(-1.06056915530594e+002dB,-1.78520518834228e+002°)
2.51188643150953e+008	(-1.06466213956257e+002dB,-1.78558415735002e+002°)
2.57039578276881e+008	(-1.06875103818500e+002dB,-1.78595412620919e+002°)
2.63026799189532e+008	(-1.07283602650805e+002dB,-1.78631537759591e+002°)
2.69153480392686e+008	(-1.07691727270186e+002dB,-1.78666818421401e+002°)
2.75422870333811e+008	(-1.08099493803362e+002dB,-1.78701280925276e+002°)
2.81838293126439e+008	(-1.08506917712236e+002dB,-1.78734950682311e+002°)
2.88403150312654e+008	(-1.08914013818686e+002dB,-1.78767852237334e+002°)
2.95120922666632e+008	(-1.09320796328669e+002dB,-1.78800009308500e+002°)
3.01995172040195e+008	(-1.09727278855624e+002dB,-1.78831444825001e+002°)
3.09029543251352e+008	(-1.10133474443172e+002dB,-1.78862180962970e+002°)
3.16227766016831e+008	(-1.10539395587135e+002dB,-1.78892239179672e+002°)
3.23593656929621e+008	(-1.10945054256849e+002dB,-1.78921640246046e+002°)
3.31131121482584e+008	(-1.11350461915812e+002dB,-1.78950404277690e+002°)
3.38844156139195e+008	(-1.11755629541650e+002dB,-1.78978550764358e+002°)
3.46736850452524e+008	(-1.12160567645423e+002dB,-1.79006098598032e+002°)
3.54813389233568e+008	(-1.12565286290264e+002dB,-1.79033066099663e+002°)
3.63078054770093e+008	(-1.12969795109393e+002dB,-1.79059471044613e+002°)
3.71535229097164e+008	(-1.13374103323494e+002dB,-1.79085330686902e+002°)
3.80189396320553e+008	(-1.13778219757477e+002dB,-1.79110661782284e+002°)
3.89045144994272e+008	(-1.14182152856643e+002dB,-1.79135480610241e+002°)
3.98107170553488e+008	(-1.14585910702243e+002dB,-1.79159802994932e+002°)
4.07380277804103e+008	(-1.14989501026495e+002dB,-1.79183644325166e+002°)
4.16869383470326e+008	(-1.15392931227018e+002dB,-1.79207019573436e+002°)
4.26579518801583e+008	(-1.15796208380725e+002dB,-1.79229943314074e+002°)
4.36515832240156e+008	(-1.16199339257220e+002dB,-1.79252429740572e+002°)
4.46683592150953e+008	(-1.16602330331632e+002dB,-1.79274492682114e+002°)
4.57088189614865e+008	(-1.17005187796997e+002dB,-1.79296145619351e+002°)
4.67735141287188e+008	(-1.17407917576140e+002dB,-1.79317401699483e+002°)
4.78630092322627e+008	(-1.17810525333095e+002dB,-1.79338273750659e+002°)
4.89778819368435e+008	(-1.18213016484070e+002dB,-1.79358774295753e+002°)
5.01187233627261e+008	(-1.18615396207988e+002dB,-1.79378915565539e+002°)
5.12861383991353e+008	(-1.19017669456592e+002dB,-1.79398709511305e+002°)
5.24807460249761e+008	(-1.19419840964149e+002dB,-1.79418167816927e+002°)
5.37031796370240e+008	(-1.19821915256779e+002dB,-1.79437301910444e+002°)
5.49540873857612e+008	(-1.20223896661370e+002dB,-1.79456122975163e+002°)
5.62341325190336e+008	(-1.20625789314159e+002dB,-1.79474641960297e+002°)
5.75439937337144e+008	(-1.21027597168955e+002dB,-1.79492869591199e+002°)
5.88843655355575e+008	(-1.21429324005003e+002dB,-1.79510816379188e+002°)
6.02559586074344e+008	(-1.21830973434549e+002dB,-1.79528492630988e+002°)
6.16595001861468e+008	(-1.22232548910084e+002dB,-1.79545908457830e+002°)
6.30957344480179e+008	(-1.22634053731262e+002dB,-1.79563073784198e+002°)
6.45654229034641e+008	(-1.23035491051562e+002dB,-1.79579998356277e+002°)
6.60693448007581e+008	(-1.23436863884652e+002dB,-1.79596691750081e+002°)
6.76082975391966e+008	(-1.23838175110483e+002dB,-1.79613163379323e+002°)
6.91830970918920e+008	(-1.24239427481136e+002dB,-1.79629422502999e+002°)
7.07945784384121e+008	(-1.24640623626411e+002dB,-1.79645478232733e+002°)
7.24435960074973e+008	(-1.25041766059176e+002dB,-1.79661339539885e+002°)
7.41310241300900e+008	(-1.25442857180505e+002dB,-1.79677015262432e+002°)
7.58577575029166e+008	(-1.25843899284573e+002dB,-1.79692514111647e+002°)
7.76247116628674e+008	(-1.26244894563355e+002dB,-1.79707844678580e+002°)
7.94328234724263e+008	(-1.26645845111130e+002dB,-1.79723015440346e+002°)
8.12830516164080e+008	(-1.27046752928771e+002dB,-1.79738034766253e+002°)
8.31763771102651e+008	(-1.27447619927858e+002dB,-1.79752910923755e+002°)
8.51138038202356e+008	(-1.27848447934623e+002dB,-1.79767652084262e+002°)
8.70963589956060e+008	(-1.28249238693712e+002dB,-1.79782266328790e+002°)
8.91250938133725e+008	(-1.28649993871788e+002dB,-1.79796761653500e+002°)
9.12010839355888e+008	(-1.29050715060973e+002dB,-1.79811145975087e+002°)
9.33254300796969e+008	(-1.29451403782148e+002dB,-1.79825427136068e+002°)
9.54992586021413e+008	(-1.29852061488106e+002dB,-1.79839612909948e+002°)
9.77237220955788e+008	(-1.30252689566555e+002dB,-1.79853711006294e+002°)
9.99999999999976e+008	(-1.30653289343012e+002dB,-1.79867729075701e+002°)
1.02329299228073e+009	(-1.31053862083548e+002dB,-1.79881674714679e+002°)
1.04712854805087e+009	(-1.31454408997427e+002dB,-1.79895555470448e+002°)
1.07151930523758e+009	(-1.31854931239628e+002dB,-1.79909378845666e+002°)
1.09647819614316e+009	(-1.32255429913236e+002dB,-1.79923152303076e+002°)
1.12201845430194e+009	(-1.32655906071763e+002dB,-1.79936883270095e+002°)
1.14815362149686e+009	(-1.33056360721326e+002dB,-1.79950579143336e+002°)
1.17489755493950e+009	(-1.33456794822769e+002dB,-1.79964247293086e+002°)
1.20226443461738e+009	(-1.33857209293651e+002dB,-1.79977895067718e+002°)
1.23026877081235e+009	(-1.34257605010186e+002dB,-1.79991529798073e+002°)
1.25892541179414e+009	(-1.34657982809063e+002dB,1.79994841198214e+002°)
1.28824955169310e+009	(-1.35058343489191e+002dB,1.79981210612405e+002°)
1.31825673855638e+009	(-1.35458687813394e+002dB,1.79967571140401e+002°)
1.34896288259162e+009	(-1.35859016509993e+002dB,1.79953915478507e+002°)
1.38038426460285e+009	(-1.36259330274341e+002dB,1.79940236319213e+002°)
1.41253754462272e+009	(-1.36659629770288e+002dB,1.79926526347006e+002°)
1.44543977074589e+009	(-1.37059915631553e+002dB,1.79912778234188e+002°)
1.47910838816817e+009	(-1.37460188463079e+002dB,1.79898984636726e+002°)
1.51356124843617e+009	(-1.37860448842297e+002dB,1.79885138190083e+002°)
1.54881661891244e+009	(-1.38260697320329e+002dB,1.79871231505087e+002°)
