Freq.	V(output)/V(input)
5.75439937337152e+004	(1.44142227928189e+001dB,1.17084162279529e+002°)
5.88843655355584e+004	(1.42681348527626e+001dB,1.16387474036809e+002°)
6.02559586074352e+004	(1.41202095541631e+001dB,1.15694493166025e+002°)
6.16595001861477e+004	(1.39704844079357e+001dB,1.15005332014719e+002°)
6.30957344480187e+004	(1.38189974319220e+001dB,1.14320089374598e+002°)
6.45654229034650e+004	(1.36657870396257e+001dB,1.13638850509363e+002°)
6.60693448007590e+004	(1.35108919328013e+001dB,1.12961687227283e+002°)
6.76082975391975e+004	(1.33543510006936e+001dB,1.12288657995113e+002°)
6.91830970918930e+004	(1.31962032166563e+001dB,1.11619808089674e+002°)
7.07945784384131e+004	(1.30364875446550e+001dB,1.10955169772715e+002°)
7.24435960074983e+004	(1.28752428460028e+001dB,1.10294762518566e+002°)
7.41310241300911e+004	(1.27125077945658e+001dB,1.09638593248408e+002°)
7.58577575029177e+004	(1.25483207903159e+001dB,1.08986656601048e+002°)
7.76247116628685e+004	(1.23827198864391e+001dB,1.08338935223366e+002°)
7.94328234724274e+004	(1.22157427117197e+001dB,1.07695400076570e+002°)
8.12830516164092e+004	(1.20474264039206e+001dB,1.07056010759776e+002°)
8.31763771102663e+004	(1.18778075491545e+001dB,1.06420715853179e+002°)
8.51138038202369e+004	(1.17069221170016e+001dB,1.05789453255329e+002°)
8.70963589956073e+004	(1.15348054124116e+001dB,1.05162150551448e+002°)
8.91250938133737e+004	(1.13614920199319e+001dB,1.04538725358072e+002°)
9.12010839355901e+004	(1.11870157643541e+001dB,1.03919085702187e+002°)
9.33254300796982e+004	(1.10114096654427e+001dB,1.03303130376392e+002°)
9.54992586021427e+004	(1.08347059010147e+001dB,1.02690749304249e+002°)
9.77237220955802e+004	(1.06569357761899e+001dB,1.02081823909782e+002°)
9.99999999999991e+004	(1.04781296910280e+001dB,1.01476227470050e+002°)
1.02329299228074e+005	(1.02983171147781e+001dB,1.00873825458461e+002°)
1.04712854805089e+005	(1.01175265644978e+001dB,1.00274475917052e+002°)
1.07151930523760e+005	(9.93578558296247e+000dB,9.96780297654486e+001°)
1.09647819614317e+005	(9.75312072367409e+000dB,9.90843311530658e+001°)
1.12201845430195e+005	(9.56955753328716e+000dB,9.84932177733827e+001°)
1.14815362149687e+005	(9.38512054073232e+000dB,9.79045211748544e+001°)
1.17489755493952e+005	(9.19983325060393e+000dB,9.73180670665582e+001°)
1.20226443461740e+005	(9.01371812737437e+000dB,9.67336756010856e+001°)
1.23026877081237e+005	(8.82679659684401e+000dB,9.61511616734320e+001°)
1.25892541179416e+005	(8.63908903557434e+000dB,9.55703351690218e+001°)
1.28824955169312e+005	(8.45061476994792e+000dB,9.49910012403133e+001°)
1.31825673855639e+005	(8.26139207599568e+000dB,9.44129605437595e+001°)
1.34896288259164e+005	(8.07143817043378e+000dB,9.38360094930933e+001°)
1.38038426460287e+005	(7.88076922101157e+000dB,9.32599404664793e+001°)
1.41253754462274e+005	(7.68940033569807e+000dB,9.26845420405337e+001°)
1.44543977074591e+005	(7.49734557196887e+000dB,9.21095991930923e+001°)
1.47910838816819e+005	(7.30461793464218e+000dB,9.15348935006639e+001°)
1.51356124843619e+005	(7.11122937416429e+000dB,9.09602033314110e+001°)
1.54881661891247e+005	(6.91719079465038e+000dB,9.03853040225578e+001°)
1.58489319246110e+005	(6.72251205007461e+000dB,8.98099680558303e+001°)
1.62181009735891e+005	(6.52720194894594e+000dB,8.92339652300033e+001°)
1.65958690743754e+005	(6.33126825440440e+000dB,8.86570628091992e+001°)
1.69824365246173e+005	(6.13471768321019e+000dB,8.80790256919023e+001°)
1.73780082874936e+005	(5.93755591241423e+000dB,8.74996165436910e+001°)
1.77827941003890e+005	(5.73978757301690e+000dB,8.69185959556561e+001°)
1.81970085860996e+005	(5.54141625551290e+000dB,8.63357225780710e+001°)
1.86208713666285e+005	(5.34244450566128e+000dB,8.57507532596870e+001°)
1.90546071796323e+005	(5.14287382578341e+000dB,8.51634431825871e+001°)
1.94984459975802e+005	(4.94270466925633e+000dB,8.45735459912411e+001°)
1.99526231496886e+005	(4.74193644698525e+000dB,8.39808139365532e+001°)
2.00000000000000e+005	(4.72122332074924e+000dB,8.39195918538113e+001°)
