Freq.	V(input)/I(C1)
3.98107170553493e+006	(5.58045173232663e+001dB,8.81792701752860e+001°)
4.07380277804108e+006	(5.60401319436626e+001dB,8.80544719597286e+001°)
4.16869383470331e+006	(5.62771622506257e+001dB,8.79208902204184e+001°)
4.26579518801588e+006	(5.65156545883090e+001dB,8.77779042202096e+001°)
4.36515832240161e+006	(5.67556549908638e+001dB,8.76248499250321e+001°)
4.46683592150958e+006	(5.69972089032169e+001dB,8.74610171422996e+001°)
4.57088189614870e+006	(5.72403608569129e+001dB,8.72856465074404e+001°)
4.67735141287193e+006	(5.74851540951645e+001dB,8.70979263194656e+001°)
4.78630092322633e+006	(5.77316301404129e+001dB,8.68969892292834e+001°)
4.89778819368441e+006	(5.79798282969886e+001dB,8.66819087878775e+001°)
5.01187233627267e+006	(5.82297850805680e+001dB,8.64516958658099e+001°)
5.12861383991359e+006	(5.84815335651697e+001dB,8.62052949611211e+001°)
5.24807460249767e+006	(5.87351026374229e+001dB,8.59415804194943e+001°)
5.37031796370247e+006	(5.89905161467727e+001dB,8.56593525991664e+001°)
5.49540873857618e+006	(5.92477919391775e+001dB,8.53573340235592e+001°)
5.62341325190343e+006	(5.95069407606685e+001dB,8.50341655776244e+001°)
5.75439937337150e+006	(5.97679650160945e+001dB,8.46884028195370e+001°)
5.88843655355582e+006	(6.00308573672479e+001dB,8.43185124985515e+001°)
6.02559586074351e+006	(6.02955991537511e+001dB,8.39228693927337e+001°)
6.16595001861475e+006	(6.05621586193921e+001dB,8.34997536077168e+001°)
6.30957344480186e+006	(6.08304889263758e+001dB,8.30473485101569e+001°)
6.45654229034648e+006	(6.11005259402684e+001dB,8.25637395076897e+001°)
6.60693448007588e+006	(6.13721857696812e+001dB,8.20469139314922e+001°)
6.76082975391974e+006	(6.16453620467943e+001dB,8.14947623285994e+001°)
6.91830970918928e+006	(6.19199229388758e+001dB,8.09050815283579e+001°)
7.07945784384130e+006	(6.21957078865348e+001dB,8.02755799112249e+001°)
7.24435960074981e+006	(6.24725240726777e+001dB,7.96038853769988e+001°)
7.41310241300909e+006	(6.27501426377584e+001dB,7.88875565812285e+001°)
7.58577575029175e+006	(6.30282946719303e+001dB,7.81240980804537e+001°)
7.76247116628683e+006	(6.33066670348309e+001dB,7.73109800926538e+001°)
7.94328234724272e+006	(6.35848980789077e+001dB,7.64456636324134e+001°)
8.12830516164090e+006	(6.38625733833689e+001dB,7.55256318098543e+001°)
8.31763771102661e+006	(6.41392216434206e+001dB,7.45484280750068e+001°)
8.51138038202366e+006	(6.44143109031602e+001dB,7.35117021276700e+001°)
8.70963589956070e+006	(6.46872453694421e+001dB,7.24132640768603e+001°)
8.91250938133735e+006	(6.49573630961926e+001dB,7.12511472006158e+001°)
9.12010839355899e+006	(6.52239348811673e+001dB,7.00236793014577e+001°)
9.33254300796980e+006	(6.54861647635701e+001dB,6.87295621563376e+001°)
9.54992586021424e+006	(6.57431925454940e+001dB,6.73679579053489e+001°)
9.77237220955799e+006	(6.59940987722912e+001dB,6.59385804132687e+001°)
9.99999999999988e+006	(6.62379125862980e+001dB,6.44417886920700e+001°)
1.02329299228074e+007	(6.64736228033891e+001dB,6.28786784420099e+001°)
1.04712854805089e+007	(6.67001924417558e+001dB,6.12511667423778e+001°)
1.07151930523759e+007	(6.69165767505481e+001dB,5.95620640268131e+001°)
1.09647819614317e+007	(6.71217445430449e+001dB,5.78151268710871e+001°)
1.12201845430195e+007	(6.73147023439576e+001dB,5.60150849839017e+001°)
1.14815362149687e+007	(6.74945205358206e+001dB,5.41676362908011e+001°)
1.17489755493952e+007	(6.76603603708930e+001dB,5.22794052515725e+001°)
1.20226443461740e+007	(6.78115004439543e+001dB,5.03578615953973e+001°)
1.23026877081237e+007	(6.79473610504586e+001dB,4.84111993795389e+001°)
1.25892541179415e+007	(6.80675248231197e+001dB,4.64481794533357e+001°)
1.28824955169312e+007	(6.81717521771731e+001dB,4.44779416701663e+001°)
1.31825673855639e+007	(6.82599904035557e+001dB,4.25097960949266e+001°)
1.34896288259164e+007	(6.83323757031696e+001dB,4.05530045759195e+001°)
1.38038426460287e+007	(6.83892280016263e+001dB,3.86165650506637e+001°)
1.41253754462274e+007	(6.84310389516213e+001dB,3.67090106698498e+001°)
1.44543977074591e+007	(6.84584540442636e+001dB,3.48382342974783e+001°)
1.47910838816819e+007	(6.84722501452581e+001dB,3.30113464369564e+001°)
1.51356124843619e+007	(6.84733100077444e+001dB,3.12345715087014e+001°)
1.54881661891246e+007	(6.84625953744668e+001dB,2.95131841371289e+001°)
1.58489319246109e+007	(6.84411201850259e+001dB,2.78514840845690e+001°)
1.62181009735891e+007	(6.84099251829610e+001dB,2.62528060274418e+001°)
1.65958690743754e+007	(6.83700549201598e+001dB,2.47195586696220e+001°)
1.69824365246172e+007	(6.83225378294893e+001dB,2.32532867749323e+001°)
1.73780082874935e+007	(6.82683697214161e+001dB,2.18547495012070e+001°)
1.77827941003890e+007	(6.82085007861368e+001dB,2.05240087849377e+001°)
1.81970085860996e+007	(6.81438259664216e+001dB,1.92605222722448e+001°)
1.86208713666284e+007	(6.80751784112962e+001dB,1.80632362788086e+001°)
1.90546071796322e+007	(6.80033256269697e+001dB,1.69306752848003e+001°)
1.94984459975802e+007	(6.79289678963047e+001dB,1.58610254877004e+001°)
1.99526231496885e+007	(6.78527385338686e+001dB,1.48522108182503e+001°)
2.04173794466950e+007	(6.77752055666135e+001dB,1.39019605702400e+001°)
2.08929613085401e+007	(6.76968744709067e+001dB,1.30078683820148e+001°)
2.13796208950220e+007	(6.76181916469193e+001dB,1.21674427319011e+001°)
2.18776162394952e+007	(6.75395483636937e+001dB,1.13781494193524e+001°)
2.23872113856831e+007	(6.74612849596811e+001dB,1.06374466844897e+001°)
2.29086765276774e+007	(6.73836951303820e+001dB,9.94281371720248e+000°)
2.34422881531989e+007	(6.73070301754470e+001dB,9.29177335337226e+000°)
2.39883291901946e+007	(6.72315031127798e+001dB,8.68190973023971e+000°)
2.45470891568500e+007	(6.71572925953210e+001dB,8.11088164567448e+000°)
2.51188643150955e+007	(6.70845465892949e+001dB,7.57643229622781e+000°)
2.57039578276883e+007	(6.70133857903605e+001dB,7.07639600472774e+000°)
2.63026799189535e+007	(6.69439067676621e+001dB,6.60870247274442e+000°)
2.69153480392688e+007	(6.68761848356161e+001dB,6.17137902934198e+000°)
2.75422870333813e+007	(6.68102766605805e+001dB,5.76255126788760e+000°)
2.81838293126442e+007	(6.67462226141083e+001dB,5.38044241723627e+000°)
2.88403150312657e+007	(6.66840488878037e+001dB,5.02337172453204e+000°)
2.95120922666634e+007	(6.66237693863346e+001dB,4.68975209260590e+000°)
3.01995172040197e+007	(6.65653874161441e+001dB,4.37808715775547e+000°)
3.09029543251355e+007	(6.65088971872451e+001dB,4.08696797431282e+000°)
3.16227766016833e+007	(6.64542851451730e+001dB,3.81506943293090e+000°)
3.23593656929624e+007	(6.64015311494433e+001dB,3.56114651027167e+000°)
3.31131121482586e+007	(6.63506095137440e+001dB,3.32403043946173e+000°)
3.38844156139198e+007	(6.63014899221298e+001dB,3.10262486272037e+000°)
3.46736850452527e+007	(6.62541382343352e+001dB,2.89590201403386e+000°)
3.54813389233570e+007	(6.62085171921302e+001dB,2.70289897405276e+000°)
3.63078054770096e+007	(6.61645870376101e+001dB,2.52271402267766e+000°)
3.71535229097167e+007	(6.61223060532236e+001dB,2.35450311099989e+000°)
3.80189396320556e+007	(6.60816310323588e+001dB,2.19747646865415e+000°)
3.89045144994275e+007	(6.60425176884331e+001dB,2.05089535192632e+000°)
3.98107170553491e+007	(6.60049210095268e+001dB,1.91406894507114e+000°)
4.07380277804107e+007	(6.59687955649290e+001dB,1.78635140866451e+000°)
4.16869383470329e+007	(6.59340957691896e+001dB,1.66713908215201e+000°)
4.26579518801586e+007	(6.59007761086983e+001dB,1.55586783477817e+000°)
4.36515832240160e+007	(6.58687913352310e+001dB,1.45201056503805e+000°)
4.46683592150957e+007	(6.58380966304294e+001dB,1.35507483865458e+000°)
4.57088189614868e+007	(6.58086477446839e+001dB,1.26460066800074e+000°)
4.67735141287191e+007	(6.57804011135517e+001dB,1.18015842008060e+000°)
4.78630092322631e+007	(6.57533139544322e+001dB,1.10134685270609e+000°)
4.89778819368439e+007	(6.57273443459528e+001dB,1.02779126867694e+000°)
5.01187233627265e+007	(6.57024512921949e+001dB,9.59141786996112e-001°)
5.12861383991357e+007	(6.56785947736861e+001dB,8.95071718889847e-001°)
5.24807460249765e+007	(6.56557357868279e+001dB,8.35276047602943e-001°)
5.37031796370245e+007	(6.56338363732457e+001dB,7.79470006477820e-001°)
5.49540873857616e+007	(6.56128596403937e+001dB,7.27387744268906e-001°)
5.62341325190341e+007	(6.55927697745596e+001dB,6.78781077999561e-001°)
5.75439937337148e+007	(6.55735320473004e+001dB,6.33418328939939e-001°)
5.88843655355580e+007	(6.55551128162274e+001dB,5.91083229283564e-001°)
6.02559586074349e+007	(6.55374795209291e+001dB,5.51573902344508e-001°)
6.16595001861473e+007	(6.55206006747399e+001dB,5.14701910755418e-001°)
6.30957344480184e+007	(6.55044458529860e+001dB,4.80291362738885e-001°)
6.45654229034646e+007	(6.54889856782438e+001dB,4.48178083422019e-001°)
6.60693448007586e+007	(6.54741918031111e+001dB,4.18208833232012e-001°)
6.76082975391971e+007	(6.54600368908977e+001dB,3.90240584885349e-001°)
6.91830970918926e+007	(6.54464945946301e+001dB,3.64139839653324e-001°)
7.07945784384127e+007	(6.54335395346723e+001dB,3.39782000121823e-001°)
7.24435960074979e+007	(6.54211472752799e+001dB,3.17050772293974e-001°)
7.41310241300906e+007	(6.54092943003110e+001dB,2.95837617442486e-001°)
7.58577575029172e+007	(6.53979579883368e+001dB,2.76041232563112e-001°)
7.76247116628679e+007	(6.53871165873266e+001dB,2.57567070810593e-001°)
7.94328234724269e+007	(6.53767491890834e+001dB,2.40326889830102e-001°)
8.12830516164086e+007	(6.53668357035699e+001dB,2.24238333410908e-001°)
8.31763771102658e+007	(6.53573568332524e+001dB,2.09224537721137e-001°)
8.51138038202363e+007	(6.53482940475661e+001dB,1.95213767454742e-001°)
8.70963589956067e+007	(6.53396295575989e+001dB,1.82139072456069e-001°)
8.91250938133731e+007	(6.53313462910678e+001dB,1.69937966628210e-001°)
9.12010839355895e+007	(6.53234278676525e+001dB,1.58552135792599e-001°)
9.33254300796976e+007	(6.53158585747492e+001dB,1.47927155290560e-001°)
9.54992586021421e+007	(6.53086233436823e+001dB,1.38012231052764e-001°)
9.77237220955795e+007	(6.53017077264169e+001dB,1.28759958904972e-001°)
9.99999999999984e+007	(6.52950978728006e+001dB,1.20126098471243e-001°)
1.02329299228074e+008	(6.52887805083597e+001dB,1.12069360142589e-001°)
1.04712854805088e+008	(6.52827429126676e+001dB,1.04551211172318e-001°)
1.07151930523759e+008	(6.52769728982998e+001dB,9.75356886266615e-002°)
1.09647819614317e+008	(6.52714587903827e+001dB,9.09892300174127e-002°)
1.12201845430195e+008	(6.52661894067437e+001dB,8.48805156105618e-002°)
1.14815362149686e+008	(6.52611540386665e+001dB,7.91803109652239e-002°)
1.17489755493951e+008	(6.52563424322445e+001dB,7.38613364490270e-002°)
1.20226443461739e+008	(6.52517447703374e+001dB,6.88981318728621e-002°)
1.23026877081236e+008	(6.52473516551193e+001dB,6.42669367231042e-002°)
1.25892541179415e+008	(6.52431540912150e+001dB,5.99455773976690e-002°)
1.28824955169311e+008	(6.52391434694165e+001dB,5.59133574573056e-002°)
1.31825673855639e+008	(6.52353115509651e+001dB,5.21509641562771e-002°)
1.34896288259163e+008	(6.52316504523950e+001dB,4.86403745200989e-002°)
1.38038426460286e+008	(6.52281526309221e+001dB,4.53647667103280e-002°)
1.41253754462273e+008	(6.52248108703670e+001dB,4.23084432345333e-002°)
1.44543977074590e+008	(6.52216182675995e+001dB,3.94567546444641e-002°)
1.47910838816818e+008	(6.52185682194914e+001dB,3.67960285711908e-002°)
1.51356124843618e+008	(6.52156544103629e+001dB,3.43135046146157e-002°)
1.54881661891246e+008	(6.52128707999098e+001dB,3.19972760996284e-002°)
1.58489319246109e+008	(6.52102116115967e+001dB,2.98362324866471e-002°)
1.62181009735890e+008	(6.52076713215035e+001dB,2.78200000484695e-002°)
1.65958690743753e+008	(6.52052446476083e+001dB,2.59389036811857e-002°)
1.69824365246172e+008	(6.52029265394962e+001dB,2.41839093798564e-002°)
1.73780082874935e+008	(6.52007121684774e+001dB,2.25465885093144e-002°)
1.77827941003889e+008	(6.51985969181021e+001dB,2.10190762223512e-002°)
1.81970085860995e+008	(6.51965763750587e+001dB,1.95940307809432e-002°)
1.86208713666284e+008	(6.51946463204408e+001dB,1.82646001178197e-002°)
1.90546071796321e+008	(6.51928027213719e+001dB,1.70243942038013e-002°)
1.94984459975801e+008	(6.51910417229734e+001dB,1.58674472044782e-002°)
1.99526231496885e+008	(6.51893596406639e+001dB,1.47881891892179e-002°)
2.04173794466949e+008	(6.51877529527778e+001dB,1.37814218543059e-002°)
2.08929613085400e+008	(6.51862182934894e+001dB,1.28423025840208e-002°)
2.13796208950220e+008	(6.51847524460364e+001dB,1.19663005371727e-002°)
2.18776162394951e+008	(6.51833523362230e+001dB,1.11491971128839e-002°)
2.23872113856830e+008	(6.51820150262000e+001dB,1.03870483716718e-002°)
2.29086765276773e+008	(6.51807377085056e+001dB,9.67617868399405e-003°)
2.34422881531988e+008	(6.51795177003594e+001dB,9.01315616837591e-003°)
2.39883291901945e+008	(6.51783524381988e+001dB,8.39477763410386e-003°)
2.45470891568499e+008	(6.51772394724482e+001dB,7.81805500661071e-003°)
2.51188643150954e+008	(6.51761764625109e+001dB,7.28019940818596e-003°)
2.57039578276882e+008	(6.51751611719776e+001dB,6.77860828206371e-003°)
2.63026799189534e+008	(6.51741914640384e+001dB,6.31085068609470e-003°)
2.69153480392687e+008	(6.51732652970931e+001dB,5.87466325048844e-003°)
2.75422870333812e+008	(6.51723807205518e+001dB,5.46792983341913e-003°)
2.81838293126440e+008	(6.51715358708153e+001dB,5.08867554541222e-003°)
2.88403150312656e+008	(6.51707289674307e+001dB,4.73506177860244e-003°)
2.95120922666633e+008	(6.51699583094137e+001dB,4.40536468103901e-003°)
3.01995172040196e+008	(6.51692222717304e+001dB,4.09798787944134e-003°)
3.09029543251354e+008	(6.51685193019326e+001dB,3.81142695666263e-003°)
3.16227766016832e+008	(6.51678479169394e+001dB,3.54429133395449e-003°)
3.23593656929623e+008	(6.51672066999598e+001dB,3.29527660545749e-003°)
3.31131121482585e+008	(6.51665942975497e+001dB,3.06316489121552e-003°)
3.38844156139197e+008	(6.51660094167975e+001dB,2.84682135910900e-003°)
3.46736850452525e+008	(6.51654508226338e+001dB,2.64518918536295e-003°)
3.54813389233569e+008	(6.51649173352587e+001dB,2.45727983256467e-003°)
3.63078054770095e+008	(6.51644078276820e+001dB,2.28217037395706e-003°)
3.71535229097166e+008	(6.51639212233719e+001dB,2.11900388126444e-003°)
3.80189396320554e+008	(6.51634564940078e+001dB,1.96697028774449e-003°)
3.89045144994274e+008	(6.51630126573312e+001dB,1.82532928040106e-003°)
3.98107170553490e+008	(6.51625887750921e+001dB,1.69337596199792e-003°)
4.07380277804105e+008	(6.51621839510857e+001dB,1.57046000275271e-003°)
4.16869383470328e+008	(6.51617973292768e+001dB,1.45597485610964e-003°)
4.26579518801585e+008	(6.51614280920057e+001dB,1.34934737434156e-003°)
4.36515832240158e+008	(6.51610754582752e+001dB,1.25005532675816e-003°)
4.46683592150955e+008	(6.51607386821121e+001dB,1.15760012748420e-003°)
4.57088189614867e+008	(6.51604170510021e+001dB,1.07151859366299e-003°)
4.67735141287190e+008	(6.51601098843949e+001dB,9.91387273107916e-004°)
4.78630092322630e+008	(6.51598165322733e+001dB,9.16797688984406e-004°)
4.89778819368437e+008	(6.51595363737888e+001dB,8.47380058086570e-004°)
5.01187233627263e+008	(6.51592688159558e+001dB,7.82783275545098e-004°)
5.12861383991355e+008	(6.51590132924048e+001dB,7.22681464142997e-004°)
5.24807460249763e+008	(6.51587692621907e+001dB,6.66766806794582e-004°)
5.37031796370243e+008	(6.51585362086546e+001dB,6.14758346548231e-004°)
5.49540873857614e+008	(6.51583136383358e+001dB,5.66395607125344e-004°)
5.62341325190339e+008	(6.51581010799328e+001dB,5.21423945403474e-004°)
5.75439937337146e+008	(6.51578980833105e+001dB,4.79621906394484e-004°)
5.88843655355578e+008	(6.51577042185510e+001dB,4.40764041191329e-004°)
6.02559586074347e+008	(6.51575190750480e+001dB,4.04660716442586e-004°)
6.16595001861471e+008	(6.51573422606407e+001dB,3.71116824405131e-004°)
6.30957344480181e+008	(6.51571734007867e+001dB,3.39962036970082e-004°)
6.45654229034643e+008	(6.51570121377720e+001dB,3.11027535285891e-004°)
6.60693448007584e+008	(6.51568581299556e+001dB,2.84172788301098e-004°)
6.76082975391969e+008	(6.51567110510492e+001dB,2.59244507305610e-004°)
6.91830970918924e+008	(6.51565705894278e+001dB,2.36116484918549e-004°)
7.07945784384125e+008	(6.51564364474722e+001dB,2.14664469454912e-004°)
7.24435960074976e+008	(6.51563083409392e+001dB,1.94777023133977e-004°)
7.41310241300904e+008	(6.51561859983629e+001dB,1.76337670394332e-004°)
7.58577575029169e+008	(6.51560691604794e+001dB,1.59258437101776e-004°)
7.76247116628677e+008	(6.51559575796805e+001dB,1.43437814516991e-004°)
7.94328234724266e+008	(6.51558510194891e+001dB,1.28789657583842e-004°)
8.12830516164084e+008	(6.51557492540599e+001dB,1.15238728361883e-004°)
8.31763771102655e+008	(6.51556520677019e+001dB,1.02702903971631e-004°)
8.51138038202360e+008	(6.51555592544220e+001dB,9.11124696328319e-005°)
8.70963589956064e+008	(6.51554706174902e+001dB,8.04060549775282e-005°)
8.91250938133728e+008	(6.51553859690221e+001dB,7.05209015728796e-005°)
9.12010839355892e+008	(6.51553051295824e+001dB,6.13924488707173e-005°)
9.33254300796973e+008	(6.51552279278055e+001dB,5.29824204428081e-005°)
9.54992586021418e+008	(6.51551542000320e+001dB,4.52262881491592e-005°)
9.77237220955792e+008	(6.51550837899633e+001dB,3.80799598791685e-005°)
1.00000000000000e+009	(6.51550165483300e+001dB,3.15130711501109e-005°)
