Freq.,Vout.,Phase.
5.00000000000000e+002,2.71603512628910e+001,4.06902043747147e+000
6.29462705897084e+002,2.71642315003110e+001,2.64244857497686e+000
7.92446596230557e+002,2.71658320099422e+001,1.35630330544609e+000
9.97631157484441e+002,2.71654978397554e+001,1.42395785993039e-001
1.25594321575479e+003,2.71631580582584e+001,-1.06361129232453e+000
1.58113883008419e+003,2.71583115288723e+001,-2.32547796489724e+000
1.99053585276749e+003,2.71499222670030e+001,-3.70955426387377e+000
2.50593616813636e+003,2.71362049424261e+001,-5.28789922338558e+000
3.15478672240097e+003,2.71142622888946e+001,-7.14132228241082e+000
3.97164117362141e+003,2.70795159494787e+001,-9.36214564355062e+000
5.00000000000001e+003,2.70248554701777e+001,-1.20561666987455e+001
6.29462705897085e+003,2.69394329633701e+001,-1.53427492037354e+001
7.92446596230558e+003,2.68070924553976e+001,-1.93511405723260e+001
9.97631157484441e+003,2.66046163437927e+001,-2.42101718485831e+001
1.25594321575479e+004,2.63003856475473e+001,-3.00282650836467e+001
1.58113883008419e+004,2.58546638247579e+001,-3.68631161867280e+001
1.99053585276749e+004,2.52230884093418e+001,-4.46880007444700e+001
2.50593616813637e+004,2.43640425614841e+001,-5.33730832689245e+001
3.15478672240097e+004,2.32476516020942e+001,-6.27040885524468e+001
3.97164117362142e+004,2.18610716000667e+001,-7.24417227493995e+001
5.00000000000001e+004,2.02057368247103e+001,-8.23902247509831e+001
6.29462705897085e+004,1.82880775811674e+001,-9.24290691001129e+001
7.92446596230558e+004,1.61103542555907e+001,-1.02488057309621e+002
9.97631157484442e+004,1.36679511913403e+001,-1.12486918311237e+002
1.25594321575479e+005,1.09549172072470e+001,-1.22283482403354e+002
1.58113883008419e+005,7.97402708187300e+000,-1.31669262873229e+002
1.99053585276749e+005,4.74424585865027e+000,-1.40419491025142e+002
2.50593616813637e+005,1.30030825749484e+000,-1.48364506398993e+002
3.15478672240097e+005,-2.31468159470583e+000,-1.55437089377957e+002
3.97164117362142e+005,-6.05827268961662e+000,-1.61676727360864e+002
5.00000000000000e+005,-9.89487845688578e+000,-1.67204153001375e+002
Step,Information:,Run=87,Run:,87/100
5.00000000000000e+000,-2.24960498600930e+000,-1.55336123192927e+002
6.29462705897084e+000,2.91175331696784e+000,-1.67380631628222e+002
7.92446596230557e+000,7.70268893266155e+000,1.78035543362120e+002
9.97631157484440e+000,1.20009976875834e+001,1.61207019555649e+002
1.25594321575479e+001,1.56964377516561e+001,1.42758186595152e+002
1.58113883008419e+001,1.87205708505270e+001,1.23608581140553e+002
1.99053585276749e+001,2.10696997103628e+001,1.04800799437829e+002
2.50593616813636e+001,2.28057343552777e+001,8.72592335897714e+001
3.15478672240097e+001,2.40342126862152e+001,7.16080482946280e+001
3.97164117362141e+001,2.48738786112063e+001,5.81247936059169e+001
5.00000000000000e+001,2.54331159331536e+001,4.68059062607919e+001
6.29462705897084e+001,2.57988101291407e+001,3.74733086584368e+001
7.92446596230557e+001,2.60349676680151e+001,2.98685235435863e+001
9.97631157484440e+001,2.61862033984085e+001,2.37153673604192e+001
1.25594321575479e+002,2.62825160745396e+001,1.87539048804131e+001
1.58113883008419e+002,2.63436115136632e+001,1.47549388635468e+001
1.99053585276749e+002,2.63822380946098e+001,1.15234111520797e+001
2.50593616813636e+002,2.64065565697104e+001,8.89631803146949e+000
3.15478672240097e+002,2.64217452014413e+001,6.73835160473256e+000
3.97164117362141e+002,2.64310541363223e+001,4.93691425068362e+000
5.00000000000000e+002,2.64364814656292e+001,3.39725571089731e+000
6.29462705897084e+002,2.64391943534298e+001,2.03800832676565e+000
7.92446596230557e+002,2.64397770496322e+001,7.87162074097377e-001
9.97631157484441e+002,2.64383557954213e+001,-4.21584910334349e-001
1.25594321575479e+003,2.64346264933668e+001,-1.65220379476744e+000
1.58113883008419e+003,2.64277914907957e+001,-2.96954523898994e+000
1.99053585276749e+003,2.64163939990535e+001,-4.44245801104757e+000
2.50593616813636e+003,2.63980202590428e+001,-6.14682280955562e+000
3.15478672240097e+003,2.63688197019633e+001,-8.16837033594567e+000
3.97164117362141e+003,2.63227747376898e+001,-1.06048927498337e+001
5.00000000000001e+003,2.62506457567949e+001,-1.35669973156377e+001
6.29462705897085e+003,2.61385532187226e+001,-1.71758181905383e+001
7.92446596230558e+003,2.59662984353296e+001,-2.15551602344956e+001
9.97631157484441e+003,2.57058580903861e+001,-2.68149346020546e+001
1.25594321575479e+004,2.53210561671257e+001,-3.30240106411094e+001
1.58113883008419e+004,2.47699670253666e+001,-4.01763064848363e+001
1.99053585276749e+004,2.40112726085460e+001,-4.81648606507951e+001
2.50593616813637e+004,2.30135176224245e+001,-5.67873288790418e+001
3.15478672240097e+004,2.17626995032844e+001,-6.57965755684590e+001
3.97164117362142e+004,2.02626925788504e+001,-7.49775977336676e+001
5.00000000000001e+004,1.85273431049550e+001,-8.42057216279690e+001
6.29462705897085e+004,1.65689869530596e+001,-9.34519867871436e+001
7.92446596230558e+004,1.43899151444127e+001,-1.02737072168886e+002
9.97631157484442e+004,1.19808561567782e+001,-1.12061106910225e+002
1.25594321575479e+005,9.32710928879939e+000,-1.21344591351175e+002
1.58113883008419e+005,6.41957446941583e+000,-1.30412479050299e+002
1.99053585276749e+005,3.26476750138108e+000,-1.39035007943239e+002
2.50593616813637e+005,-1.12258755090178e-001,-1.47003855791142e+002
3.15478672240097e+005,-3.67337461677771e+000,-1.54197951538883e+002
3.97164117362142e+005,-7.37681014199702e+000,-1.60607161760935e+002
5.00000000000000e+005,-1.11851189351499e+001,-1.66316985965299e+002
Step,Information:,Run=88,Run:,88/100
5.00000000000000e+000,-3.41840824950545e+000,-1.52929311037501e+002
6.29462705897084e+000,1.81270802544710e+000,-1.64335680294048e+002
7.92446596230557e+000,6.70185826684677e+000,-1.78309310352886e+002
9.97631157484440e+000,1.11279123489408e+001,1.65375068809063e+002
1.25594321575479e+001,1.49755084148767e+001,1.47260942361398e+002
1.58113883008419e+001,1.81638310435708e+001,1.28206043813654e+002
1.99053585276749e+001,2.06726068065142e+001,1.09241800160983e+002
2.50593616813636e+001,2.25489963687200e+001,9.13393432324903e+001
3.15478672240097e+001,2.38903709255223e+001,7.52039610170009e+001
3.97164117362141e+001,2.48145252548746e+001,6.11946899976225e+001
5.00000000000000e+001,2.54336355481108e+001,4.93679277507184e+001
6.29462705897084e+001,2.58401366884449e+001,3.95795198657847e+001
7.92446596230557e+001,2.61033732188835e+001,3.15844896444706e+001
9.97631157484440e+001,2.62722626239712e+001,2.51075923497245e+001
1.25594321575479e+002,2.63799546528296e+001,1.98835439484837e+001
1.58113883008419e+002,2.64483364317030e+001,1.56754693635072e+001
1.99053585276749e+002,2.64916163861783e+001,1.22804502459589e+001
2.50593616813636e+002,2.65189139824150e+001,9.52845520514853e+000
3.15478672240097e+002,2.65360321055116e+001,7.27837714672936e+000
3.97164117362141e+002,2.65466299836078e+001,5.41314154324249e+000
5.00000000000000e+002,2.65529809395172e+001,3.83481120664934e+000
6.29462705897084e+002,2.65564502405937e+001,2.46005425135712e+000
7.92446596230557e+002,2.65577847321784e+001,1.21606113971387e+000
9.97631157484441e+002,2.65572722261034e+001,3.68656182045892e-002
1.25594321575479e+003,2.65548034075524e+001,-1.14002926481542e+000
1.58113883008419e+003,2.65498494245934e+001,-2.37683148198924e+000
1.99053585276749e+003,2.65413513866949e+001,-3.73854385612190e+000
2.50593616813636e+003,2.65275011803873e+001,-5.29600539034749e+000
3.15478672240097e+003,2.65053745767758e+001,-7.12885402886556e+000
3.97164117362141e+003,2.64703577527524e+001,-9.32819950707771e+000
5.00000000000001e+003,2.64152922195081e+001,-1.19984704110572e+001
6.29462705897085e+003,2.63292675208599e+001,-1.52573422503961e+001
7.92446596230558e+003,2.61960559576224e+001,-1.92318169798867e+001
9.97631157484441e+003,2.59923833383371e+001,-2.40475935572614e+001
1.25594321575479e+004,2.56866526140440e+001,-2.98086929714322e+001
1.58113883008419e+004,2.52393538167479e+001,-3.65668860896461e+001
1.99053585276749e+004,2.46067478918379e+001,-4.42882596170132e+001
2.50593616813637e+004,2.37484407394431e+001,-5.28357517381390e+001
3.15478672240097e+004,2.26364758183451e+001,-6.19900681030075e+001
3.97164117362142e+004,2.12605242232119e+001,-7.15117473690162e+001
5.00000000000001e+004,1.96248570192409e+001,-8.12121084411886e+001
6.29462705897085e+004,1.77386217034958e+001,-9.09871072495213e+001
7.92446596230558e+004,1.56059224749336e+001,-1.00793955435177e+002
9.97631157484442e+004,1.32219522755705e+001,-1.10589050137953e+002
1.25594321575479e+005,1.05774323516583e+001,-1.20267630446719e+002
1.58113883008419e+005,7.66874400206129e+000,-1.29644745894430e+002
1.99053585276749e+005,4.50730897653173e+000,-1.38493570707703e+002
2.50593616813637e+005,1.12191950572991e+000,-1.46618061466580e+002
3.15478672240097e+005,-2.44701997227702e+000,-1.53913586018078e+002
3.97164117362142e+005,-6.15675598508681e+000,-1.60385659027922e+002
5.00000000000000e+005,-9.96969048624960e+000,-1.66131884834949e+002
Step,Information:,Run=89,Run:,89/100
5.00000000000000e+000,-4.06645151202426e+000,-1.50810608746621e+002
6.29462705897084e+000,1.21867868429604e+000,-1.61807035598527e+002
7.92446596230557e+000,6.18219895793659e+000,-1.75377459498650e+002
9.97631157484440e+000,1.07042126184568e+001,1.68649582699036e+002
1.25594321575479e+001,1.46658862571903e+001,1.50754802329913e+002
1.58113883008419e+001,1.79773866674972e+001,1.31747028507807e+002
1.99053585276749e+001,2.06061120320351e+001,1.12646655993958e+002
2.50593616813636e+001,2.25881193582518e+001,9.44577566085906e+001
3.15478672240097e+001,2.40145555667622e+001,7.79451961065996e+001
3.97164117362141e+001,2.50024248975915e+001,6.35285088654466e+001
5.00000000000000e+001,2.56667136288981e+001,5.13087216902190e+001
6.29462705897084e+001,2.61040170721060e+001,4.11668067886208e+001
7.92446596230557e+001,2.63876960724280e+001,3.28675278417167e+001
9.97631157484440e+001,2.65699103139859e+001,2.61358738887842e+001
1.25594321575479e+002,2.66861851948098e+001,2.07019958626081e+001
1.58113883008419e+002,2.67600518014762e+001,1.63226190540981e+001
1.99053585276749e+002,2.68068169180641e+001,1.27881834856988e+001
2.50593616813636e+002,2.68363175868475e+001,9.92250561514862e+000
3.15478672240097e+002,2.68548182501898e+001,7.57907161595752e+000
3.97164117362141e+002,2.68662709546586e+001,5.63616350947287e+000
5.00000000000000e+002,2.68731313030546e+001,3.99187454319956e+000
6.29462705897084e+002,2.68768736398396e+001,2.55944696237438e+000
7.92446596230557e+002,2.68783034382422e+001,1.26304912868039e+000
9.97631157484441e+002,2.68777290656253e+001,3.39597007533489e-002
1.25594321575479e+003,2.68750281121068e+001,-1.19293547357890e+000
1.58113883008419e+003,2.68696223870253e+001,-2.48244347575025e+000
1.99053585276749e+003,2.68603574578988e+001,-3.90225555579400e+000
2.50593616813636e+003,2.68452645997688e+001,-5.52607463797984e+000
3.15478672240097e+003,2.68211635830702e+001,-7.43662184444655e+000
3.97164117362141e+003,2.67830445524213e+001,-9.72826676453222e+000
5.00000000000001e+003,2.67231529372664e+001,-1.25086638844434e+001
6.29462705897085e+003,2.66297129621712e+001,-1.58981676941366e+001
7.92446596230558e+003,2.64853087858406e+001,-2.00249178537873e+001
9.97631157484441e+003,2.62651780249723e+001,-2.50126021751014e+001
1.25594321575479e+004,2.59361417288143e+001,-3.09580580262120e+001
1.58113883008419e+004,2.54575160496084e+001,-3.78992818543773e+001
1.99053585276749e+004,2.47855499477258e+001,-4.57832565800660e+001
2.50593616813637e+004,2.38815874953147e+001,-5.44542475205255e+001
3.15478672240097e+004,2.27208938750091e+001,-6.36833315249841e+001
3.97164117362142e+004,2.12965012315394e+001,-7.32356504835891e+001
5.00000000000001e+004,1.96145979785589e+001,-8.29377531288282e+001
6.29462705897085e+004,1.76841835044035e+001,-9.27011882226231e+001
7.92446596230558e+004,1.55078514168860e+001,-1.02489607007346e+002
9.97631157484442e+004,1.30793797192280e+001,-1.12253570363686e+002
1.25594321575479e+005,1.03895106998344e+001,-1.21874786579873e+002
1.58113883008419e+005,7.43650820608770e+000,-1.31156774599719e+002
1.99053585276749e+005,4.23471520466886e+000,-1.39871790964616e+002
2.50593616813637e+005,8.15408933800991e-001,-1.47834870510950e+002
3.15478672240097e+005,-2.77996104345789e+000,-1.54958586109477e+002
3.97164117362142e+005,-6.50904313769683e+000,-1.61264417149142e+002
5.00000000000000e+005,-1.03354792701711e+001,-1.66860644512379e+002
Step,Information:,Run=90,Run:,90/100
5.00000000000000e+000,-4.33888819864589e+000,-1.52474192384673e+002
6.29462705897084e+000,9.20945209700472e-001,-1.63396424048985e+002
7.92446596230557e+000,5.85566895159547e+000,-1.76926577561536e+002
9.97631157484440e+000,1.03441437113849e+001,1.67130604356459e+002
1.25594321575479e+001,1.42682063755359e+001,1.49281071494621e+002
1.58113883008419e+001,1.75406465037202e+001,1.30352457862277e+002
1.99053585276749e+001,2.01324877496626e+001,1.11370300182655e+002
2.50593616813636e+001,2.20828663007017e+001,9.33295786571368e+001
3.15478672240097e+001,2.34844004155124e+001,7.69785423066626e+001
3.97164117362141e+001,2.44539578974477e+001,6.27207929677595e+001
5.00000000000000e+001,2.51054443288627e+001,5.06466512172026e+001
6.29462705897084e+001,2.55341083494423e+001,4.06320481370653e+001
7.92446596230557e+001,2.58120948450883e+001,3.24408183748940e+001
9.97631157484440e+001,2.59906174770338e+001,2.57993607787854e+001
1.25594321575479e+002,2.61045240225109e+001,2.04402840700901e+001
1.58113883008419e+002,2.61768835877251e+001,1.61230646850467e+001
1.99053585276749e+002,2.62226977165461e+001,1.26408163556051e+001
2.50593616813636e+002,2.62516062812642e+001,9.81980945081357e+000
3.15478672240097e+002,2.62697491719135e+001,7.51574360240502e+000
3.97164117362141e+002,2.62810025089102e+001,5.60891284325886e+000
5.00000000000000e+002,2.62877793716030e+001,3.99928723235433e+000
6.29462705897084e+002,2.62915362648957e+001,2.60192884589526e+000
7.92446596230557e+002,2.62930818192086e+001,1.34285295514147e+000
9.97631157484441e+002,2.62927492510477e+001,1.55300365622367e-001
1.25594321575479e+003,2.62904679314408e+001,-1.02367371365550e+000
1.58113883008419e+003,2.62857491866033e+001,-2.25640518205808e+000
1.99053585276749e+003,2.62775842045559e+001,-3.60772004281630e+000
2.50593616813636e+003,2.62642350362880e+001,-5.14798556122370e+000
3.15478672240097e+003,2.62428813208756e+001,-6.95608673728253e+000
3.97164117362141e+003,2.62090654986869e+001,-9.12213413196999e+000
5.00000000000001e+003,2.61558625041617e+001,-1.17493983772566e+001
6.29462705897085e+003,2.60727018186892e+001,-1.49544294498303e+001
7.92446596230558e+003,2.59438281482975e+001,-1.88635018110962e+001
9.97631157484441e+003,2.57465736348918e+001,-2.36025858365951e+001
1.25594321575479e+004,2.54500191551556e+001,-2.92777620263052e+001
1.58113883008419e+004,2.50152328358461e+001,-3.59452848734889e+001
1.99053585276749e+004,2.43986781263330e+001,-4.35778708608071e+001
2.50593616813637e+004,2.35595512913777e+001,-5.20452724070298e+001
3.15478672240097e+004,2.24689456577810e+001,-6.11319889239824e+001
3.97164117362142e+004,2.11155487298610e+001,-7.05972500447117e+001
5.00000000000001e+004,1.95032610282666e+001,-8.02474246135088e+001
6.29462705897085e+004,1.76417393128572e+001,-8.99744648525095e+001
7.92446596230558e+004,1.55361171580990e+001,-9.97371947665880e+001
9.97631157484442e+004,1.31823202885689e+001,-1.09500939305240e+002
1.25594321575479e+005,1.05706594186769e+001,-1.19174321326299e+002
1.58113883008419e+005,7.69564348179066e+000,-1.28583493815800e+002
1.99053585276749e+005,4.56594461285087e+000,-1.37503770068185e+002
2.50593616813637e+005,1.20790249294600e+000,-1.45730707286596e+002
3.15478672240097e+005,-2.33933634351066e+000,-1.53145209760296e+002
3.97164117362142e+005,-6.03298589406883e+000,-1.59738585903148e+002
5.00000000000000e+005,-9.83460057273470e+000,-1.65598382514257e+002
Step,Information:,Run=91,Run:,91/100
5.00000000000000e+000,-2.83610587510696e+000,-1.53146620667104e+002
6.29462705897084e+000,2.38149509654668e+000,-1.64739786923231e+002
7.92446596230557e+000,7.25046915344924e+000,-1.78878372366158e+002
9.97631157484440e+000,1.16501558051464e+001,1.64676115737977e+002
1.25594321575479e+001,1.54669693398121e+001,1.46480999518536e+002
1.58113883008419e+001,1.86231492210387e+001,1.27401582152335e+002
1.99053585276749e+001,2.11018465028427e+001,1.08465439841324e+002
2.50593616813636e+001,2.29527787882615e+001,9.06295649354391e+001
3.15478672240097e+001,2.42743527237397e+001,7.45811994104045e+001
3.97164117362141e+001,2.51840840561580e+001,6.06637694965993e+001
5.00000000000000e+001,2.57931779141127e+001,4.89233426853040e+001
6.29462705897084e+001,2.61929486749614e+001,3.92104383467173e+001
7.92446596230557e+001,2.64517608961720e+001,3.12782086436030e+001
9.97631157484440e+001,2.66177819394696e+001,2.48514622206086e+001
1.25594321575479e+002,2.67236285250602e+001,1.96658186384775e+001
1.58113883008419e+002,2.67908249251640e+001,1.54855228687943e+001
1.99053585276749e+002,2.68333381415401e+001,1.21086594502576e+001
2.50593616813636e+002,2.68601279701797e+001,9.36592137099799e+000
3.15478672240097e+002,2.68768900392978e+001,7.11657267388598e+000
3.97164117362141e+002,2.68872076697157e+001,5.24351828260428e+000
5.00000000000000e+002,2.68932940920558e+001,3.64837891947353e+000
6.29462705897084e+002,2.68964576861380e+001,2.24692298746481e+000
7.92446596230557e+002,2.68973795274451e+001,9.64933488930213e-001
9.97631157484441e+002,2.68962587761435e+001,-2.65538898324265e-001
1.25594321575479e+003,2.68928558279398e+001,-1.50963554172057e+000
1.58113883008419e+003,2.68864426837885e+001,-2.83296875799050e+000
1.99053585276749e+003,2.68756516951836e+001,-4.30480219425467e+000
2.50593616813636e+003,2.68581952650656e+001,-6.00115241168658e+000
3.15478672240097e+003,2.68304090730006e+001,-8.00770430423644e+000
3.97164117362141e+003,2.67865519772321e+001,-1.04221912206485e+001
5.00000000000001e+003,2.67177867633298e+001,-1.33554582390314e+001
6.29462705897085e+003,2.66107941956175e+001,-1.69297268677003e+001
7.92446596230558e+003,2.64460951949881e+001,-2.12716455169374e+001
9.97631157484441e+003,2.61964608688301e+001,-2.64969955662135e+001
1.25594321575479e+004,2.58263337643660e+001,-3.26848314150379e+001
1.58113883008419e+004,2.52937662669804e+001,-3.98438598267320e+001
1.99053585276749e+004,2.45562186787754e+001,-4.78842919491194e+001
2.50593616813637e+004,2.35795350904224e+001,-5.66180716262491e+001
3.15478672240097e+004,2.23459139348889e+001,-6.58034518663822e+001
3.97164117362142e+004,2.08552466945754e+001,-7.52191479338754e+001
5.00000000000001e+004,1.91180344277079e+001,-8.47241233683116e+001
6.29462705897085e+004,1.71442678316368e+001,-9.42657542477426e+001
7.92446596230558e+004,1.49351204609787e+001,-1.03834926349793e+002
9.97631157484442e+004,1.24820021519981e+001,-1.13397072360067e+002
1.25594321575479e+005,9.77344744799163e+000,-1.22838776682016e+002
1.58113883008419e+005,6.80615164968815e+000,-1.31963036443517e+002
1.99053585276749e+005,3.59349350906757e+000,-1.40540111693045e+002
2.50593616813637e+005,1.66121379826340e-001,-1.48383456601698e+002
3.15478672240097e+005,-3.43503984513716e+000,-1.55404577327953e+002
3.97164117362142e+005,-7.16814111495939e+000,-1.61623847329304e+002
5.00000000000000e+005,-1.09972861232349e+001,-1.67148064318306e+002
Step,Information:,Run=92,Run:,92/100
5.00000000000000e+000,-4.50158078303480e+000,-1.50768602890354e+002
6.29462705897084e+000,7.93566891641560e-001,-1.61436975157320e+002
7.92446596230557e+000,5.77697176763186e+000,-1.74689501300647e+002
9.97631157484440e+000,1.03302051052245e+001,1.69634336587082e+002
1.25594321575479e+001,1.43350794823513e+001,1.51992229435195e+002
1.58113883008419e+001,1.77000344894657e+001,1.33162474617525e+002
1.99053585276749e+001,2.03876352605464e+001,1.14140953511591e+002
2.50593616813636e+001,2.24272677879844e+001,9.59279250187174e+001
3.15478672240097e+001,2.39042328648269e+001,7.93082004980982e+001
3.97164117362141e+001,2.49324598307681e+001,6.47342406469656e+001
5.00000000000000e+001,2.56267118269643e+001,5.23388538222192e+001
6.29462705897084e+001,2.60851012480284e+001,4.20256239684835e+001
7.92446596230557e+001,2.63830742375128e+001,3.35717890880112e+001
9.97631157484440e+001,2.65747367722552e+001,2.67072329522520e+001
1.25594321575479e+002,2.66971540577813e+001,2.11624734677738e+001
1.58113883008419e+002,2.67749713019649e+001,1.66923688299811e+001
1.99053585276749e+002,2.68242603118597e+001,1.30846553917220e+001
2.50593616813636e+002,2.68553670897388e+001,1.01603482829763e+001
3.15478672240097e+002,2.68748882634636e+001,7.77037443709066e+000
3.97164117362141e+002,2.68869903273391e+001,5.79082310972370e+000
5.00000000000000e+002,2.68942667114448e+001,4.11798022582932e+000
6.29462705897084e+002,2.68982806242479e+001,2.66363948070989e+000
7.92446596230557e+002,2.68998957765123e+001,1.35083746911899e+000
9.97631157484441e+002,2.68994603715882e+001,1.09994871078207e-001
1.25594321575479e+003,2.68968818760957e+001,-1.12462465116421e+000
1.58113883008419e+003,2.68916083568635e+001,-2.41824584679626e+000
1.99053585276749e+003,2.68825135298875e+001,-3.83879839111089e+000
2.50593616813636e+003,2.68676644389017e+001,-5.46006636957509e+000
3.15478672240097e+003,2.68439311272839e+001,-7.36471877140045e+000
3.97164117362141e+003,2.68063773361969e+001,-9.64697524767179e+000
5.00000000000001e+003,2.67473564373987e+001,-1.24143059235709e+001
6.29462705897085e+003,2.66552469143719e+001,-1.57869634700000e+001
7.92446596230558e+003,2.65128415328890e+001,-1.98932716706362e+001
9.97631157484441e+003,2.62956332692330e+001,-2.48576997085512e+001
1.25594321575479e+004,2.59707020164337e+001,-3.07788386581465e+001
1.58113883008419e+004,2.54975276368683e+001,-3.76976493368206e+001
1.99053585276749e+004,2.48322848560301e+001,-4.55650034257579e+001
2.50593616813637e+004,2.39358989565495e+001,-5.42288558699950e+001
3.15478672240097e+004,2.27829251518905e+001,-6.34621578330625e+001
3.97164117362142e+004,2.13656380143509e+001,-7.30291382285324e+001
5.00000000000001e+004,1.96896997800235e+001,-8.27531827192573e+001
6.29462705897085e+004,1.77639350875006e+001,-9.25419963976264e+001
7.92446596230558e+004,1.55910443597814e+001,-1.02356093083105e+002
9.97631157484442e+004,1.31650456970447e+001,-1.12144151736391e+002
1.25594321575479e+005,1.04769332725613e+001,-1.21787118080022e+002
1.58113883008419e+005,7.52517455345369e+000,-1.31088463863755e+002
1.99053585276749e+005,4.32425737137436e+000,-1.39820741802000e+002
2.50593616813637e+005,9.05558761104278e-001,-1.47799406527397e+002
3.15478672240097e+005,-2.68940040033431e+000,-1.54937495778754e+002
3.97164117362142e+005,-6.41821567458523e+000,-1.61256992571135e+002
5.00000000000000e+005,-1.02444905836727e+001,-1.66866730424556e+002
Step,Information:,Run=93,Run:,93/100
5.00000000000000e+000,-3.00177416692610e+000,-1.53492488786667e+002
6.29462705897084e+000,2.21208451996025e+000,-1.65074587775213e+002
7.92446596230557e+000,7.07653442582128e+000,-1.79215699284290e+002
9.97631157484440e+000,1.14701486559990e+001,1.64326628554286e+002
1.25594321575479e+001,1.52788054111145e+001,1.46116408237961e+002
1.58113883008419e+001,1.84247945586461e+001,1.27027578400451e+002
1.99053585276749e+001,2.08921013939085e+001,1.08095178147088e+002
2.50593616813636e+001,2.27317765462103e+001,9.02789440898774e+001
3.15478672240097e+001,2.40434382350730e+001,7.42633572769239e+001
3.97164117362141e+001,2.49452465239839e+001,6.03859931436204e+001
5.00000000000000e+001,2.55484621779397e+001,4.86870782727493e+001
6.29462705897084e+001,2.59441005800119e+001,3.90130153880261e+001
7.92446596230557e+001,2.62001136876423e+001,3.11147729369554e+001
9.97631157484440e+001,2.63642847668021e+001,2.47163979261488e+001
1.25594321575479e+002,2.64689273470042e+001,1.95535676393497e+001
1.58113883008419e+002,2.65353464319799e+001,1.53909558648356e+001
1.99053585276749e+002,2.65773580366250e+001,1.20271754414724e+001
2.50593616813636e+002,2.66038205351525e+001,9.29340262404914e+000
3.15478672240097e+002,2.66203616726965e+001,7.04927025975829e+000
3.97164117362141e+002,2.66305181998111e+001,5.17790684443240e+000
5.00000000000000e+002,2.66364690304737e+001,3.58099756317633e+000
6.29462705897084e+002,2.66394934844201e+001,2.17420726243583e+000
7.92446596230557e+002,2.66402427481536e+001,8.83037341892028e-001
9.97631157484441e+002,2.66388789432466e+001,-3.60934931220157e-001
1.25594321575479e+003,2.66351104745601e+001,-1.62353374983555e+000
1.58113883008419e+003,2.66281316036462e+001,-2.97128240523482e+000
1.99053585276749e+003,2.66164554525519e+001,-4.47459619605006e+000
2.50593616813636e+003,2.65976105313543e+001,-6.21087446194130e+000
3.15478672240097e+003,2.65676505552316e+001,-8.26735276755849e+000
3.97164117362141e+003,2.65204087014825e+001,-1.07433072048938e+001
5.00000000000001e+003,2.64464225419849e+001,-1.37507284304424e+001
6.29462705897085e+003,2.63314958064365e+001,-1.74118340615727e+001
7.92446596230558e+003,2.61550109737938e+001,-2.18508426829075e+001
9.97631157484441e+003,2.58884531622362e+001,-2.71768695405051e+001
1.25594321575479e+004,2.54951842925118e+001,-3.34562425136733e+001
1.58113883008419e+004,2.49330362188617e+001,-4.06785441002235e+001
1.99053585276749e+004,2.41608755584213e+001,-4.87317785587052e+001
2.50593616813637e+004,2.31478978030248e+001,-5.74101811256304e+001
3.15478672240097e+004,2.18809252105443e+001,-6.64669771464785e+001
3.97164117362142e+004,2.03643184895166e+001,-7.56912570825738e+001
5.00000000000001e+004,1.86117047871449e+001,-8.49633682248647e+001
6.29462705897085e+004,1.66345449270852e+001,-9.42564130088774e+001
7.92446596230558e+004,1.44340514831049e+001,-1.03587366270162e+002
9.97631157484442e+004,1.20003498611708e+001,-1.12946591214514e+002
1.25594321575479e+005,9.31924128876988e+000,-1.22241806857651e+002
1.58113883008419e+005,6.38340461749368e+000,-1.31288029023923e+002
1.99053585276749e+005,3.20183763238262e+000,-1.39853858291150e+002
2.50593616813637e+005,-1.98250849663378e-001,-1.47738554024192e+002
3.15478672240097e+005,-3.77764676413094e+000,-1.54833697504360e+002
3.97164117362142e+005,-7.49461402893206e+000,-1.61141395462246e+002
5.00000000000000e+005,-1.13124317581767e+001,-1.66755722221598e+002
Step,Information:,Run=94,Run:,94/100
5.00000000000000e+000,-4.16190357726814e+000,-1.51237900064080e+002
6.29462705897084e+000,1.11299037959011e+000,-1.62313586525320e+002
7.92446596230557e+000,6.06232517776329e+000,-1.75964484250959e+002
9.97631157484440e+000,1.05657798386531e+001,1.67991110233165e+002
1.25594321575479e+001,1.45049637442023e+001,1.50046694541180e+002
1.58113883008419e+001,1.77916288969890e+001,1.31022272793289e+002
1.99053585276749e+001,2.03955981614177e+001,1.11942611477427e+002
2.50593616813636e+001,2.23553257714256e+001,9.38070072958430e+001
3.15478672240097e+001,2.37634822948638e+001,7.73690127003562e+001
3.97164117362141e+001,2.47374588499674e+001,6.30355437314522e+001
5.00000000000000e+001,2.53917910424066e+001,5.08977202763274e+001
6.29462705897084e+001,2.58222555224695e+001,4.08306014928499e+001
7.92446596230557e+001,2.61013730525293e+001,3.25964240625151e+001
9.97631157484440e+001,2.62806045307157e+001,2.59198459050228e+001
1.25594321575479e+002,2.63949546241794e+001,2.05318520050802e+001
1.58113883008419e+002,2.64675905068199e+001,1.61904913499467e+001
1.99053585276749e+002,2.65135745094825e+001,1.26876444183919e+001
2.50593616813636e+002,2.65425836855414e+001,9.84850958919564e+000
3.15478672240097e+002,2.65607798625884e+001,7.52783343298668e+000
3.97164117362141e+002,2.65720507567719e+001,5.60503200669030e+000
5.00000000000000e+002,2.65788132808525e+001,3.97922925255436e+000
6.29462705897084e+002,2.65825208757595e+001,2.56463018805415e+000
